Full Name                bats  throws  weight  height
Evan Marshall            R     R       235     74    
Jay Marshall             L     L       205     77    
Jim Marshall             L     L       190     73    
Mike Marshall            R     R       215     77    
Sean Marshall            L     L       225     79    
Willard Marshall         L     R       205     73    
Lou Marson               R     R       205     73    
Sam Marsonek             R     R       225     78    
Andy Marte               R     R       205     73    
Damaso Marte             L     L       215     74    
Jefry Marte              R     R       220     73    
Ketel Marte              B     R       210     73    
Starling Marte           R     R       201     73    
Victor Marte             R     R       260     74    
Al Martin                L     L       220     74    
Brett Martin             L     L       200     76    
Chris Martin             R     R       225     80    
Cody Martin              R     R       230     75    
Corbin Martin            R     R       225     74    
Davis Martin             L     R       215     73    
Ethan Martin             R     R       225     74    
Hersh Martin             B     R       190     74    
J. D. Martin             R     R       220     76    
Jerry Martin             R     R       195     73    
Kyle Martin              R     R       230     79    
Leonys Martin            L     R       200     74    
Mike Martin              L     R       190     74    
Paul Martin              R     R       235     78    
Rafael Martin            R     R       225     75    
Renie Martin             R     R       190     76    
Tom Martin               L     L       200     73    
Adrian Martinez          R     R       215     74    
Carmelo Martinez         R     R       190     74    
David Martinez           R     R       220     74    
Domingo Martinez         R     R       215     74    
Fernando Martinez        L     R       210     73    
J. D. Martinez           R     R       230     75    
Javier Martinez          R     R       210     74    
Joe Martinez             L     R       190     74    
Jose Martinez            R     R       215     78    
Luis Martinez            L     L       200     78    
Nick Martinez            L     R       200     73    
Sandy Martinez           L     R       200     74    
Seth Martinez            R     R       200     74    
Tino Martinez            L     R       205     74    
Victor Martinez          B     R       235     74    
Shairon Martis           R     R       225     73    
Gary Martz               R     R       210     76    
Randy Martz              L     R       210     76    
James Marvel             R     R       215     76    
Mike Mason               L     L       205     74    
Roger Mason              R     R       215     78    
Gordon Massa             L     R       210     75    
Nick Masset              R     R       225     77    
Justin Masterson         R     R       260     78    
Walt Masterson           R     R       189     74    
Tom Mastny               R     R       220     78    
Frank Mata               R     R       235     73    
Len Matarazzo            R     R       195     76    
Jorge Mateo              R     R       200     73    
Juan Mateo               R     R       235     74    
Marcos Mateo             R     R       220     73    
Mike Matheny             R     R       205     75    
Joe Mather               R     R       215     76    
Eddie Mathews            L     R       190     73    
Nelson Mathews           R     R       195     76    
T. J. Mathews            R     R       200     74    
Terry Mathews            L     R       200     74    
Christy Mathewson        R     R       195     73    
Scott Mathieson          R     R       230     75    
Doug Mathis              R     R       230     75    
Jon Matlack              L     L       205     75    
Phil Maton               R     R       206     76    
Luis Matos               R     R       210     74    
Osiris Matos             R     R       200     73    
Hideki Matsui            L     R       210     74    
Troy Mattes              R     R       230     79    
Ryan Mattheus            R     R       220     75    
Gary Matthews            B     R       200     75    
Kevin Mattison           L     L       195     73    
Isaac Mattson            R     R       205     74    
Brian Matusz             L     L       190     77    
Len Matuszek             L     R       190     74    
Steven Matz              R     L       201     74    
Tyler Matzek             L     L       230     75    
Joe Mauer                L     R       225     77    
Brandon Maurer           R     R       225     77    
Dave Maurer              R     L       205     74    
Rob Maurer               L     L       200     75    
Ralph Mauriello          R     R       195     75    
Larry Maxie              R     R       220     76    
Bruce Maxwell            L     R       250     73    
Justin Maxwell           R     R       225     76    
Darrell May              L     L       190     74    
Derrick May              L     R       210     76    
Jerry May                R     R       190     74    
Lee May                  R     R       195     75    
Rudy May                 L     L       205     74    
Trevor May               R     R       248     76    
John Mayberry            L     L       215     75    
John Mayberry            R     R       235     78    
Cameron Maybin           R     R       215     75    
Lee Maye                 L     R       190     74    
Mike Mayers              R     R       220     74    
Brent Mayne              L     R       195     73    
Jackie Mayo              L     R       190     73    
Matt Maysey              R     R       225     76    
Tim Mayza                L     L       215     75    
Nomar Mazara             L     L       225     76    
Patrick Mazeika          L     R       216     73    
Chris Mazza              R     R       190     76    
Vin Mazzaro              R     R       220     74    
Cory Mazzoni             R     R       210     73    
Zach McAllister          R     R       240     78    
Ernie McAnally           R     R       190     73    
Jamie McAndrew           R     R       190     74    
Tom McAvoy               L     L       200     75    
Pryor McBee              R     L       190     73    
Marcus McBeth            R     R       195     74    
Bake McBride             L     R       190     74    
Ken McBride              R     R       190     73    
Matt McBride             R     R       215     74    
Ryan McBroom             R     L       220     75    
Ralph McCabe             R     R       195     76    
Larry McCall             L     R       195     74    
Randy McCament           R     R       195     75    
Brian McCann             L     R       225     75    
James McCann             R     R       235     74    
Brandon McCarthy         R     R       225     80    
Greg McCarthy            L     L       195     74    
Jake McCarthy            L     L       215     74    
Jerry McCarthy           L     L       205     73    
Joe McCarthy             L     L       220     75    
Kevin McCarthy           R     R       210     75    
Dave McCarty             R     L       210     77    
Kirk McCaskill           R     R       190     73    
Steve McCatty            R     R       195     75    
Darren McCaughan         R     R       200     73    
Scott McClain            R     R       209     75    
Shane McClanahan         L     L       200     73    
Kyle McClellan           R     R       215     74    
Zach McClellan           R     R       190     77    
Mike McClendon           R     R       225     77    
Seth McClung             L     R       280     78    
George McConnell         R     R       190     75    
Sam McConnell            L     L       210     73    
Billy McCool             R     L       195     74    
Don McCormack            R     R       205     75    
Frank McCormick          R     R       205     76    
Mike McCormick           L     L       195     74    
Willie McCovey           L     L       198     76    
Pat McCoy                L     L       225     76    
Judge McCredie           L     R       195     74    
Adam McCreery            L     L       250     81    
Bob McCrory              R     R       205     73    
Lance McCullers          L     R       202     73    
Phil McCullough          R     R       204     76    
Jeff McCurry             R     R       210     79    
Daniel McCutchen         R     R       215     74    
Lindy McDaniel           R     R       195     75    
Ray McDavid              L     R       190     75    
Terry McDermott          R     R       205     75    
Ben McDonald             R     R       212     79    
Dave McDonald            L     R       215     75    
Hank McDonald            R     R       200     75    
James McDonald           L     R       205     77    
Keith McDonald           R     R       215     74    
Marshall McDougall       R     R       200     73    
Sam McDowell             L     L       190     77    
Frank McElyea            R     R       221     78    
Lou McEvoy               R     R       203     74    
Barney McFadden          R     R       195     73    
Leon McFadden            R     R       195     74    
T. J. McFarland          L     L       200     75    
Mel McGaha               R     R       198     74    
Bill McGee               R     R       215     73    
Easton McGee             R     R       205     78    
Jake McGee               L     L       229     76    
Casey McGehee            R     R       220     73    
Randy McGilberry         B     R       195     73    
Russ McGinnis            R     R       225     75    
Kevin McGlinchy          R     R       220     77    
Dustin McGowan           R     R       235     75    
Kevin McGowan            R     R       233     77    
Mickey McGowan           L     L       200     74    
Kyle McGowin             R     R       202     75    
Tom McGraw               L     L       195     74    
Scott McGregor           B     L       190     73    
Slim McGrew              R     R       235     79    
Fred McGriff             L     L       200     75    
Terry McGriff            R     R       190     74    
Chris McGuiness          L     L       210     73    
Bill McGuire             R     R       205     75    
Deck McGuire             R     R       220     78    
Ryan McGuire             L     L       210     74    
Mark McGwire             R     R       215     77    
Collin McHugh            R     R       191     74    
Stover McIlwain          R     R       195     76    
Brendan McKay            L     L       220     74    
Dave McKay               B     R       195     73    
David McKay              R     R       205     75    
Jim McKee                R     R       215     79    
Walt McKeel              R     R       200     74    
Frank McKenry            R     R       205     76    
Andrew McKirahan         R     L       200     74    
Tony McKnight            R     R       205     77    
Bo McLaughlin            R     R       210     77    
Joey McLaughlin          R     R       205     74    
Larry McLean             R     R       228     77    
Marty McLeary            R     R       220     77    
Mark McLemore            L     L       220     74    
Don McMahon              R     R       215     74    
Ryan McMahon             L     R       219     74    
Jim McManus              L     L       215     76    
Jimmy McMath             L     L       195     73    
Greg McMichael           R     R       215     75    
Ken McMullen             R     R       190     75    
Craig McMurtry           R     R       195     77    
Jim McNamara             L     R       210     76    
Tom McNamara             R     R       200     74    
Gordon McNaughton        R     R       190     73    
Jeff McNeely             R     R       190     74    
Brian McNichol           L     L       215     78    
Bill McNulty             R     R       205     76    
Dallas McPherson         L     R       225     76    
Kyle McPherson           R     R       215     76    
Mox McQuery                            195     73    
Alex McRae               R     R       220     74    
Norm McRae               R     R       195     73    
Doug McWeeny             R     R       190     74    
Austin Meadows           L     L       225     75    
Brian Meadows            R     R       210     76    
John Means               L     L       230     76    
Chris Mears              R     R       190     76    
Nick Mears               R     R       200     74    
Jim Mecir                B     R       195     73    
Brandon Medders          R     R       195     74    
Tommy Medica             R     R       205     74    
Doc Medich               R     R       225     77    
Luis Medina              R     L       200     76    
Rafael Medina            R     R       194     75    
Yoervis Medina           R     R       245     75    
Scott Medvin             R     R       195     73    
Phil Meeler              R     R       215     77    
Trevor Megill            L     R       250     80    
Tylor Megill             R     R       241     79    
Ryan Meisinger           R     R       235     76    
Adalberto Mejia          R     L       265     75    
Alex Mejia               R     R       200     73    
Humberto Mejia           R     R       244     76    
J. C. Mejia              R     R       250     78    
Seth Mejias-Brean        R     R       205     74    
Mark Melancon            R     R       215     73    
MJ Melendez              L     R       190     73    
Keury Mella              R     R       234     74    
Juan Melo                B     R       206     75    
Jon Meloan               R     R       225     75    
Bill Melton              R     R       200     74    
Cliff Melton             L     L       203     77    
Rube Melton              R     R       205     77    
Tim Melville             R     R       250     76    
Bob Melvin               R     R       205     76    
Roman Mendez             R     R       245     75    
Yohander Mendez          L     L       230     76    
Luis Mendoza             R     R       245     75    
Mike Mendoza             R     R       215     77    
Tony Menendez            R     R       190     74    
Joey Meneses             R     R       240     75    
Conner Menez             L     L       207     74    
Daniel Mengden           R     R       215     73    
Paul Menhart             R     R       190     74    
Hector Mercado           L     L       205     75    
Oscar Mercado            R     R       197     74    
Melvin Mercedes          R     R       250     75    
Jordy Mercer             R     R       210     75    
Mark Mercer              L     L       220     77    
Fred Merkle              R     R       190     73    
Whit Merrifield          R     R       195     73    
Brett Merriman           R     R       210     74    
Julian Merryweather      R     R       215     76    
Matt Merullo             L     R       200     74    
Matt Mervis              L     R       225     74    
Melky Mesa               R     R       200     73    
Devin Mesoraco           R     R       229     73    
Randy Messenger          R     R       260     78    
Andy Messersmith         R     R       200     73    
Travis Metcalf           R     R       215     75    
Hensley Meulens          R     R       200     76    
Bob Meusel               R     R       190     75    
Alex Meyer               R     R       225     81    
Ben Meyer                L     R       203     78    
Brian Meyer              R     R       190     73    
Dan Meyer                R     L       225     74    
Joey Meyer               R     R       260     75    
Scott Meyer              R     R       195     73    
Bart Miadich             R     R       205     76    
Chris Michalak           L     L       195     74    
Ed Mickelson             R     R       205     75    
Kam Mickolio             R     R       255     81    
Jason Middlebrook        R     R       215     75    
Will Middlebrooks        R     R       220     75    
Keynan Middleton         R     R       215     75    
Doug Mientkiewicz        L     R       195     74    
Ed Mierkowicz            R     R       205     76    
Larry Miggins            R     R       198     76    
Pete Mikkelsen           R     R       210     74    
Miles Mikolas            R     R       230     76    
Bob Milacki              R     R       220     76    
Don Miles                L     L       210     73    
Jim Miles                R     R       210     74    
Dave Miley               L     R       190     74    
Wade Miley               L     L       220     73    
Sam Militello            R     R       200     75    
Kevin Millar             R     R       195     73    
Andrew Miller            L     L       200     79    
Bob Miller               R     R       190     75    
Bobby Miller             L     R       220     77    
Brad Miller              L     R       195     74    
Brian Miller             L     R       196     73    
Corky Miller             R     R       250     73    
Damian Miller            R     R       202     75    
Darrell Miller           R     R       200     74    
Dyar Miller              R     R       195     73    
Fred Miller              L     L       190     74    
Jai Miller               R     R       200     75    
Jason Miller             L     L       195     73    
Jim Miller               R     R       200     73    
John Miller              R     R       210     74    
Justin Miller            R     R       215     74    
Justin Miller            R     R       225     75    
Kurt Miller              R     R       205     77    
Lemmie Miller            R     R       190     73    
Mason Miller             R     R       220     77    
Matt Miller              R     R       210     75    
Ox Miller                R     R       190     73    
Paul Miller              R     R       215     77    
Ralph Miller             R     L       190     73    
Ray Miller               R     R       200     75    
Roger Miller             R     R       200     75    
Roscoe Miller            R     R       190     74    
Shelby Miller            R     R       225     75    
Travis Miller            R     L       205     75    
Trever Miller            R     L       200     75    
Tyson Miller             R     R       220     77    
Whitey Miller            R     R       195     73    
Randy Milligan           R     R       200     74    
Alan Mills               R     R       190     73    
Alec Mills               R     R       205     76    
Dick Mills               R     R       195     75    
Wyatt Mills              R     R       214     76    
Kevin Millwood           R     R       230     76    
Al Milnar                L     L       195     74    
Brian Milner             R     R       200     74    
Eric Milton              L     L       200     75    
Juan Minaya              R     R       210     76    
Don Mincher              L     R       205     75    
Nate Minchey             R     R       225     80    
Zach Miner               R     R       225     76    
Paul Minner              L     L       200     77    
Don Minnick              R     R       195     75    
Blas Minor               R     R       195     75    
Damon Minor              L     L       230     79    
Mike Minor               R     L       210     76    
Ryan Minor               R     R       225     79    
Jim Minshall             R     R       215     78    
Paul Mirabella           L     L       190     73    
Doug Mirabelli           R     R       205     73    
Ariel Miranda            L     L       190     74    
Jose Miranda             R     R       210     74    
Pat Misch                R     L       195     74    
Anthony Misiewicz        R     L       196     73    
Bryan Mitchell           L     R       215     74    
Dale Mitchell            L     L       195     73    
Garrett Mitchell         L     R       224     75    
Larry Mitchell           R     R       220     73    
Paul Mitchell            R     R       195     73    
Sergio Mitre             R     R       225     75    
George Mitterwald        R     R       195     74    
Casey Mize               R     R       212     75    
Johnny Mize              L     R       215     74    
Vinegar Bend Mizell      R     L       205     75    
Kevin Mmahat             L     L       220     77    
Garrett Mock             B     R       230     76    
Brian Moehler            R     R       195     75    
Chad Moeller             R     R       207     75    
Dennis Moeller           R     L       195     74    
Joe Moeller              R     R       192     77    
Randy Moffitt            R     R       190     75    
Mike Mohler              R     L       195     74    
Dale Mohorcic            R     R       220     75    
Fenton Mole              L     L       200     73    
Gustavo Molina           R     R       245     73    
Izzy Molina              R     R       200     73    
Dustin Molleken          L     R       260     76    
Fred Mollenkamp                        195     74    
Rinty Monahan            R     R       195     73    
Carlos Monasterios       R     R       205     73    
Yoan Moncada             B     R       225     74    
Rick Monday              L     L       193     75    
Adalberto Mondesi        B     R       200     73    
Johnny Monell            L     R       210     73    
Mickey Moniak            L     R       195     74    
Craig Monroe             R     R       195     73    
Larry Monroe             R     R       200     76    
John Montague            R     R       213     74    
Luis Montanez            R     R       195     73    
Frankie Montas           R     R       255     74    
Rich Monteleone          R     R       205     74    
Agustin Montero          R     R       210     75    
Elehuris Montero         R     R       235     75    
Jesus Montero            R     R       235     75    
Bryce Montes de Oca      R     R       266     79    
Bob Montgomery           R     R       195     73    
Jordan Montgomery        L     L       228     78    
Mike Montgomery          L     L       219     76    
Monty Montgomery         R     R       200     75    
Ray Montgomery           R     R       195     75    
Steve Montgomery         R     R       210     76    
Luke Montz               R     R       225     73    
Adam Moore               R     R       220     75    
Anse Moore               L     R       190     73    
Archie Moore             L     L       190     74    
Barry Moore              L     L       190     73    
Bill Moore               R     R       195     75    
Bobby Moore              R     R       200     76    
Frank Moore              R     R       200     76    
Jeremy Moore             L     R       190     73    
Kelvin Moore             R     L       195     73    
Kerwin Moore             B     R       190     73    
Marcus Moore             B     R       195     77    
Matt Moore               L     L       210     75    
McKinley Moore           R     R       230     78    
Mike Moore               R     R       205     76    
Scott Moore              L     R       195     74    
Trey Moore               L     L       200     73    
Tyler Moore              R     R       220     74    
Whitey Moore             R     R       195     73    
Bob Moorhead             R     R       208     73    
Franklin Morales         L     L       210     73    
Kendrys Morales          B     R       242     73    
Osmer Morales            R     R       196     75    
Al Moran                 R     R       190     73    
Bill Moran               R     R       210     76    
Brian Moran              L     L       225     76    
Colin Moran              L     R       225     76    
Brent Morel              R     R       230     74    
Mitch Moreland           L     L       245     75    
Diego Moreno             R     R       235     73    
Edwin Moreno             R     R       195     73    
Juan Moreno              L     L       205     73    
Orber Moreno             R     R       225     75    
Adam Morgan              L     L       200     73    
Mike Morgan              R     R       195     75    
Vern Morgan              L     R       190     73    
Juan Morillo             R     R       190     73    
Mike Morin               R     R       220     76    
Alvin Morman             L     L       210     75    
Russ Morman              R     R       215     76    
Justin Morneau           L     R       220     76    
Dan Morogiello           L     L       200     73    
Jeff Moronko             R     R       190     74    
A. J. Morris             R     R       195     74    
Akeel Morris             R     R       205     73    
Bryan Morris             L     R       220     75    
Cody Morris              R     R       205     76    
Danny Morris             R     R       200     73    
Doyt Morris              R     R       195     76    
Hal Morris               L     L       200     75    
Jack Morris              R     R       195     75    
Jim Morris               L     L       215     75    
John Morris              R     L       195     74    
Matt Morris              R     R       210     77    
Logan Morrison           L     L       245     75    
Phil Morrison            B     R       190     74    
Brandon Morrow           R     R       207     75    
Mike Morse               R     R       245     77    
Charlie Morton           R     R       215     77    
Colt Morton              R     R       230     77    
Guy Morton               R     R       200     74    
Walt Moryn               L     R       205     74    
Guillermo Moscoso        R     R       200     73    
Jon Moscot               R     R       210     76    
Robert Mosebach          R     R       195     76    
Lloyd Moseby             L     R       200     75    
Dustin Moseley           R     R       215     76    
Jerry Moses              R     R       210     75    
Paul Moskau              R     R       200     74    
Daniel Moskos            R     L       200     73    
Brandon Moss             L     R       210     73    
Don Mossi                L     L       195     73    
Guillermo Mota           R     R       240     78    
Taylor Motter            R     R       195     73    
Chad Mottola             R     R       220     75    
Ryan Mountcastle         R     R       220     76    
Lyle Mouton              R     R       240     76    
Steven Moya              L     R       260     79    
Peter Moylan             R     R       220     75    
Phil Mudrock             R     R       190     73    
Gordie Mueller           R     R       200     76    
Les Mueller              R     R       190     75    
Willie Mueller           R     R       220     76    
Billy Muffett            R     R       198     73    
Edward Mujica            R     R       220     75    
Jose Mujica              R     R       249     74    
Hugh Mulcahy             R     R       190     74    
Mark Mulder              L     L       200     78    
Terry Mulholland         R     L       200     75    
Conor Mullee             R     R       195     76    
Scott Mullen             R     L       190     74    
Kyle Muller              R     L       250     79    
Joe Mulligan             R     R       210     76    
Sean Mulligan            R     R       210     74    
Pat Mullin               L     R       190     74    
Kevin Mulvey             R     R       205     73    
Bob Muncrief             R     R       190     74    
George Mundinger         R     R       200     74    
Red Munger               R     R       200     74    
Carlos Muniz             R     R       190     73    
Les Munns                R     R       212     77    
Daniel Muno              B     R       195     73    
Andres Munoz             R     R       222     74    
Bobby Munoz              R     R       237     79    
Mike Munoz               L     L       190     74    
Noe Munoz                R     R       210     74    
Oscar Munoz              R     R       210     75    
Peter Munro              R     R       200     74    
Eric Munson              L     R       220     75    
Scott Munter             R     R       260     78    
Simmy Murch              R     R       220     74    
Penn Murfee              R     R       195     74    
Red Murff                R     R       195     75    
Billy Murphy             R     R       190     73    
Dale Murphy              R     R       210     76    
Dan Murphy               R     R       195     74    
Daniel Murphy            L     R       223     73    
David Murphy             L     L       210     75    
Johnny Murphy            R     R       190     74    
Patrick Murphy           R     R       211     77    
Rob Murphy               L     L       200     74    
Sean Murphy              R     R       228     75    
Tom Murphy               R     R       206     73    
A. J. Murray             B     L       220     75    
Dale Murray              R     R       205     76    
Dan Murray               R     R       193     73    
Eddie Murray             B     R       190     74    
George Murray            R     R       200     74    
Glenn Murray             R     R       225     74    
Heath Murray             L     L       205     76    
Jim Murray               B     L       210     74    
Matt Murray              L     R       240     78    
Ray Murray               R     R       204     75    
Rich Murray              R     R       195     76    
Ivan Murrell             R     R       195     74    
Matt Murton              R     R       220     73    
Harrison Musgrave        L     L       206     73    
Joe Musgrove             R     R       230     77    
Neal Musser              L     L       235     73    
Barney Mussill           R     L       200     73    
Brett Myers              R     R       240     76    
Greg Myers               L     R       200     73    
Jimmy Myers              R     R       190     73    
Mike Myers               L     L       197     75    
Randy Myers              L     L       190     73    
Rodney Myers             R     R       200     73    
Wil Myers                R     R       207     75    
Aaron Myette             R     R       195     76    
Bob Myrick               R     L       195     73    
Chris Nabholz            L     L       210     77    
Xavier Nady              R     R       215     74    
Tim Naehring             R     R       190     74    
Bill Nagel               R     R       190     73    
Clint Nageotte           R     R       200     75    
Charles Nagy             L     R       200     75    
Mike Nagy                R     R       195     75    
Sam Nahem                R     R       190     73    
Bill Nahorodny           R     R       200     74    
Tommy Nance              R     R       235     78    
Mike Napoli              R     R       225     73    
Tyler Naquin             L     R       202     73    
Andrew Nardi             L     L       215     75    
Jerry Narron             L     R       205     75    
Sam Narron               L     L       200     79    
Buster Narum             R     R       194     73    
Chris Narveson           L     L       205     75    
Cotton Nash              R     R       220     78    
Jim Nash                 R     R       215     77    
Joe Nathan               R     R       230     76    
Pete Naton               R     R       200     73    
Packy Naughton           R     L       195     74    
Dan Naulty               R     R       211     78    
Brian Navarreto          R     R       233     74    
Jaime Navarro            R     R       210     76    
Mike Naymick             R     R       225     80    
Denny Neagle             L     L       200     76    
Blaine Neal              L     R       205     77    
Thomas Neal              R     R       220     74    
Zach Neal                R     R       220     75    
Troy Neel                L     R       210     76    
Cal Neeman               R     R       192     73    
Gary Neibauer            R     R       200     75    
Nick Neidert             R     R       202     73    
Mike Neill               L     L       190     74    
Tommy Neill              L     R       200     74    
Brad Nelson              L     R       255     74    
Jeff Nelson              R     R       225     80    
Jimmy Nelson             R     R       250     78    
John Nelson              R     R       190     73    
Nick Nelson              R     R       205     73    
Rob Nelson               L     L       215     76    
Roger Nelson             R     R       200     75    
Tex Nelson               L     L       205     75    
Dick Nen                 L     L       200     74    
Robb Nen                 R     R       200     76    
Hector Neris             R     R       227     74    
Angel Nesbitt            R     R       240     73    
Pat Neshek               B     R       220     75    
Nick Neugebauer          R     R       235     75    
Dan Neumeier             R     R       205     77    
Dovydas Neverauskas      R     R       225     75    
Tyler Nevin              R     R       225     76    
Jake Newberry            R     R       200     74    
Sean Newcomb             L     L       255     77    
Don Newcombe             L     R       220     76    
Marc Newfield            R     R       205     76    
Don Newhauser            R     R       200     76    
Alan Newman              L     L       240     78    
Jeff Newman              R     R       215     74    
Josh Newman              L     L       200     73    
Kevin Newman             R     R       195     73    
Ray Newman               L     L       205     77    
Bobo Newsom              R     R       200     75    
Juan Nicasio             R     R       250     76    
Brett Nicholas           L     R       220     74    
Rod Nichols              R     R       190     74    
Dave Nicholson           R     R       215     74    
Chris Nichting           R     R       205     73    
Doug Nickle              R     R       210     76    
Justin Nicolino          L     L       195     75    
Tom Niedenfuer           R     R       225     77    
Lance Niekro             R     R       210     75    
Scott Nielsen            R     R       190     73    
Butch Nieman             L     L       195     74    
Jeff Niemann             R     R       285     81    
Randy Niemann            L     L       200     76    
Jonathon Niese           L     L       215     75    
Tom Nieto                R     R       193     73    
Kirk Nieuwenhuis         L     R       225     75    
Brandon Nimmo            L     R       202     75    
Dustin Nippert           R     R       215     79    
Ron Nischwitz            B     L       205     75    
Vinny Nittoli            R     R       210     73    
Jacob Nix                R     R       220     76    
Laynce Nix               L     L       220     73    
Russ Nixon               L     R       195     73    
Trot Nixon               L     L       195     73    
Willard Nixon            L     R       195     74    
Ryan Noda                L     L       217     75    
Hector Noesi             R     R       220     76    
Stephen Nogosek          R     R       201     73    
Aaron Nola               R     R       200     74    
Gary Nolan               R     R       197     74    
Ricky Nolasco            R     R       235     74    
Dick Nold                R     R       190     74    
Sean Nolin               L     L       250     76    
Jake Noll                R     R       213     73    
Eric Nolte               L     L       205     75    
Hideo Nomo               R     R       210     74    
Lars Nootbaar            L     R       210     75    
Wayne Nordhagen          R     R       205     74    
Bill Norman              R     R       190     74    
Dan Norman               R     R       195     74    
Daniel Norris            L     L       207     74    
Aaron Northcraft         R     R       229     75    
Jim Northrup             L     R       190     75    
Greg Norton              B     R       190     73    
Tom Norton               R     R       200     73    
James Norwood            R     R       215     74    
Randy Nosek              R     R       215     76    
Don Nottebart            R     R       190     73    
Jacob Nottingham         R     R       220     74    
Ivan Nova                R     R       250     77    
Roberto Novoa            R     R       200     77    
Les Nunamaker            R     R       190     74    
Abraham Nunez            B     R       210     75    
Darien Nunez             L     L       205     74    
Ed Nunez                 R     R       235     77    
Jhonny Nunez             R     R       215     75    
Renato Nunez             R     R       220     73    
Vladimir Nunez           R     R       235     77    
Talmadge Nunnari         L     L       205     73    
Joe Nuxhall              L     L       195     75    
Ryan Nye                 R     R       195     74    
Chris Nyman              R     R       200     76    
Mike O'Berry             R     R       190     74    
Charlie O'Brien          R     R       195     74    
Dan O'Brien              R     R       215     76    
Peter O'Brien            R     R       225     76    
Brian O'Connor           L     L       190     74    
Jack O'Connor            L     L       215     75    
Darren O'Day             R     R       220     76    
John O'Donoghue          R     L       203     76    
John O'Donoghue          L     L       198     78    
Eric O'Flaherty          L     L       210     74    
Brian O'Grady            L     R       215     74    
Chris O'Grady            R     L       225     76    
Greg O'Halloran          L     R       205     74    
Ryan O'Hearn             L     L       220     75    
Brian O'Keefe            R     R       210     73    
Ryan O'Malley            R     L       205     73    
Randy O'Neal             R     R       195     74    
Dennis O'Neill                 L       200     74    
Harry O'Neill            R     R       205     75    
Paul O'Neill             L     L       200     76    
Don O'Riley              R     R       205     75    
Jim O'Rourke             R     R       195     74    
Ryan O'Rourke            R     L       230     75    
Sean O'Sullivan          R     R       245     73    
Denny O'Toole            R     R       195     75    
Trevor Oaks              R     R       249     74    
Prince Oana              R     R       193     74    
Sherman Obando           R     R       215     76    
Bailey Ober              R     R       260     81    
Scott Oberg              R     R       207     74    
Brett Oberholtzer        L     L       225     73    
Wes Obermueller          R     R       195     74    
Jim Obradovich           L     L       200     74    
Dave Odom                R     R       220     73    
Joseph Odom              R     R       215     74    
Jake Odorizzi            R     R       190     74    
Bryan Oelkers            L     L       192     75    
Trent Oeltjen            L     L       205     73    
Alexi Ogando             R     R       200     76    
Cristofer Ogando         R     R       195     75    
Chad Ogea                R     R       200     74    
Tomo Ohka                B     R       205     73    
Ross Ohlendorf           R     R       240     76    
Mike Ohlman              R     R       240     77    
Will Ohman               L     L       225     74    
Shohei Ohtani            L     R       210     76    
Kirt Ojala               L     L       210     74    
Miguel Ojeda             R     R       230     73    
Hideki Okajima           L     L       195     73    
Steven Okert             L     L       202     74    
John Oldham              R     L       198     75    
John Olerud              L     L       205     77    
Jared Oliva              R     R       200     73    
Jose Oliva               R     R       215     75    
Edward Olivares          R     R       190     74    
Andy Oliver              L     L       215     75    
Bob Oliver               R     R       205     75    
Darren Oliver            R     L       250     75    
Gene Oliver              R     R       225     74    
Joe Oliver               R     R       215     75    
Hector Olivera           R     R       230     74    
Chi-Chi Olivo            R     R       215     74    
Diomedes Olivo           L     L       195     73    
Adam Oller               R     R       225     76    
Jim Ollom                R     L       210     76    
Edgar Olmos              L     L       220     76    
Al Olmsted               R     L       195     74    
Kevin Olsen              R     R       200     74    
Scott Olsen              L     L       200     76    
Garrett Olson            R     L       205     73    
Gregg Olson              R     R       210     76    
Karl Olson               R     R       205     75    
Matt Olson               L     R       225     77    
Tim Olson                R     R       200     74    
Tyler Olson              R     L       205     75    
Mike Olt                 R     R       210     74    
Brian Omogrosso          R     R       240     76    
Logan Ondrusek           R     R       230     80    
Kevin Orie               R     R       210     76    
Paulo Orlando            R     R       215     74    
Eddie Oropesa            L     L       215     75    
Pete Orr                 L     R       195     73    
Joe Orrell               R     R       210     76    
John Orsino              R     R       215     75    
Kaleb Ort                R     R       240     76    
Bill Ortega              R     R       205     76    
Frank Ortenzio           R     R       215     74    
David Ortiz              L     L       230     75    
Javier Ortiz             R     R       220     76    
Luis Ortiz               R     R       230     75    
Luis Ortiz               R     R       240     74    
Roberto Ortiz            R     R       200     76    
Russ Ortiz               R     R       200     73    
Daniel Ortmeier          B     L       220     76    
John Orton               R     R       195     73    
Ozzie Osborn             R     R       195     74    
Bobo Osborne             L     R       205     73    
Donovan Osborne          B     L       195     74    
Tiny Osborne             L     R       215     76    
Pat Osburn               L     L       195     76    
Josh Osich               L     L       235     74    
Dan Osinski              R     R       190     73    
Bill Oster               L     L       198     75    
Jimmy Osting             R     L       190     77    
Al Osuna                 R     L       200     75    
Jose Osuna               R     R       235     74    
Roberto Osuna            R     R       217     74    
Corey Oswalt             R     R       250     77    
Willis Otanez            R     R       200     73    
Dan Otero                R     R       205     75    
Adam Ottavino            B     R       246     77    
Jim Otten                R     R       195     74    
Dave Otto                L     L       210     79    
Glenn Otto               R     R       240     75    
James Outman             L     R       215     75    
Josh Outman              L     L       205     73    
Orval Overall            B     R       214     74    
Lyle Overbay             L     L       235     74    
Mike Overy               R     R       190     74    
